TOWNSN,LAT,LON,Point,TOWNID,name,TOWNID8,name_eng
10004009,24.73034,121.12265,POINT (121.12265014648438 24.73033905029297),1000408,新竹縣/橫山鄉,10004080,xinzhuxianhengshanxiang
10004009,24.73011,121.15341,POINT (121.15341186523438 24.73011016845703),1000408,新竹縣/橫山鄉,10004080,xinzhuxianhengshanxiang
10004009,24.729858,121.18414,POINT (121.18414306640625 24.7298583984375),1000408,新竹縣/橫山鄉,10004080,xinzhuxianhengshanxiang
10004012,24.729607,121.214905,POINT (121.21490478515625 24.72960662841797),1000412,新竹縣/尖石鄉,10004120,xinzhuxianjianshixiang
10004012,24.729362,121.24567,POINT (121.24566650390625 24.72936248779297),1000412,新竹縣/尖石鄉,10004120,xinzhuxianjianshixiang
10004012,24.72908,121.27643,POINT (121.27642822265625 24.729080200195312),1000412,新竹縣/尖石鄉,10004120,xinzhuxianjianshixiang
10003013,24.72882,121.30719,POINT (121.30718994140625 24.72882080078125),1000313,桃園縣/復興鄉,68000130,taoyuanshifuxingqu
10003013,24.728554,121.33795,POINT (121.33795166015625 24.728553771972656),1000313,桃園縣/復興鄉,68000130,taoyuanshifuxingqu
10003013,24.728256,121.36868,POINT (121.36868286132812 24.728256225585938),1000313,桃園縣/復興鄉,68000130,taoyuanshifuxingqu
10003013,24.727974,121.399445,POINT (121.39944458007812 24.72797393798828),1000313,桃園縣/復興鄉,68000130,taoyuanshifuxingqu
10003013,24.727676,121.43021,POINT (121.43020629882812 24.727676391601562),1000313,桃園縣/復興鄉,68000130,taoyuanshifuxingqu
10001085,24.727379,121.46094,POINT (121.4609375 24.727378845214844),1000129,新北市/烏來區,65000290,xinbeishiwulaiqu
10001085,24.727074,121.4917,POINT (121.49169921875 24.727073669433594),1000129,新北市/烏來區,65000290,xinbeishiwulaiqu
10001085,24.726738,121.52246,POINT (121.5224609375 24.72673797607422),1000129,新北市/烏來區,65000290,xinbeishiwulaiqu
10001085,24.72644,121.55322,POINT (121.55322265625 24.7264404296875),1000129,新北市/烏來區,65000290,xinbeishiwulaiqu
10001085,24.726105,121.583984,POINT (121.583984375 24.726104736328125),1000129,新北市/烏來區,65000290,xinbeishiwulaiqu
10002051,24.725761,121.614716,POINT (121.61471557617188 24.72576141357422),1000207,宜蘭縣/員山鄉,10002070,yilanxianyuanshanxiang
10002051,24.725449,121.64548,POINT (121.64547729492188 24.725448608398438),1000207,宜蘭縣/員山鄉,10002070,yilanxianyuanshanxiang
10002051,24.725082,121.67624,POINT (121.67623901367188 24.725082397460938),1000207,宜蘭縣/員山鄉,10002070,yilanxianyuanshanxiang
10002051,24.724724,121.70697,POINT (121.70697021484375 24.72472381591797),1000207,宜蘭縣/員山鄉,10002070,yilanxianyuanshanxiang
10002051,24.72438,121.73773,POINT (121.73773193359375 24.724380493164062),1000207,宜蘭縣/員山鄉,10002070,yilanxianyuanshanxiang
10002050,24.723991,121.76849,POINT (121.76849365234375 24.72399139404297),1000201,宜蘭縣/宜蘭市,10002010,yilanxianyilanshi
10002049,24.723633,121.799255,POINT (121.79925537109375 24.7236328125),1000206,宜蘭縣/壯圍鄉,10002060,yilanxianzhuangweixiang
10002049,24.723259,121.82999,POINT (121.82998657226562 24.72325897216797),1000206,宜蘭縣/壯圍鄉,10002060,yilanxianzhuangweixiang
-1,24.722878,121.86075,POINT (121.86074829101562 24.722877502441406),7654321,海上,0,haishang
-1,24.722473,121.89148,POINT (121.8914794921875 24.72247314453125),7654321,海上,0,haishang
-1,24.722084,121.92224,POINT (121.9222412109375 24.722084045410156),7654321,海上,0,haishang
-1,24.721703,121.953,POINT (121.9530029296875 24.721702575683594),7654321,海上,0,haishang
-1,24.721268,121.983765,POINT (121.9837646484375 24.721267700195312),7654321,海上,0,haishang
-1,24.720863,122.014496,POINT (122.01449584960938 24.720863342285156),7654321,海上,0,haishang
-1,24.720428,122.04526,POINT (122.04525756835938 24.720428466796875),7654321,海上,0,haishang
-1,24.760612,119.24628,POINT (119.24627685546875 24.76061248779297),7654321,海上,0,haishang
-1,24.760765,119.27704,POINT (119.27703857421875 24.760765075683594),7654321,海上,0,haishang
-1,24.76091,119.3078,POINT (119.30780029296875 24.760910034179688),7654321,海上,0,haishang
-1,24.761055,119.33856,POINT (119.33856201171875 24.76105499267578),7654321,海上,0,haishang
